Key,Source,Context,Changes,English,French,German,Klingon,Spanish,Polish
ClassProtectionVendingMachinePOI,blocks,Block,KgNone,Class Vending Machine (Protection),,,,,
ClassProtectionVendingMachine,blocks,Block,KgNone,Class Vending Machine (Protection),,,,,
ClassFighterVendingMachinePOI,blocks,Block,KgNone,Class Vending Machine (Fighter),,,,,
ClassFighterVendingMachine,blocks,Block,KgNone,Class Vending Machine (Fighter),,,,,
ClassElectricianVendingMachinePOI,blocks,Block,KgNone,Class Vending Machine (Electrician),,,,,
ClassElectricianVendingMachine,blocks,Block,KgNone,Class Vending Machine (Electrician),,,,,
ClassCovertVendingMachinePOI,blocks,Block,KgNone,Class Vending Machine (Covert),,,,,
ClassCovertVendingMachine,blocks,Block,KgNone,Class Vending Machine (Covert),,,,,
ClassCookVendingMachinePOI,blocks,Block,KgNone,Class Vending Machine (Cook),,,,,
ClassCookVendingMachine,blocks,Block,KgNone,Class Vending Machine (Cook),,,,,
ClassMechanicVendingMachinePOI,blocks,Block,KgNone,Class Vending Machine (Mechanic),,,,,
ClassMechanicVendingMachine,blocks,Block,KgNone,Class Vending Machine (Mechanic),,,,,
SeedDesc,blocks,Block,KgNone,"Plant this seed on a hoed ground.  Crafted at a Mortar and Pestle.",,,,,
plantedBlackberry1,blocks,Block,KgNone,Blackberry Seed,,,,,
plantedBlackberry2,blocks,Block,KgNone,Blackberry (Growing),,,,,
plantedBlackberry3Harvest,blocks,Block,KgNone,Blackberry (Harvest),,,,,
plantedBlackberry3HarvestDesc,blocks,Block,KgNone,Blackberry (Harvest),,,,,
plantedBlackberry3HarvestPlayer,blocks,Block,KgNone,Blackberry (Harvest),,,,,
plantedBlackberry3HarvestPlayerDesc,blocks,Block,KgNone,Blackberry (Harvest),,,,,
plantedStrawberry1,blocks,Block,KgNone,Strawberry Seed,,,,,
plantedStrawberry2,blocks,Block,KgNone,Strawberry (Growing),,,,,
plantedStrawberry3Harvest,blocks,Block,KgNone,Strawberry (Harvest),,,,,
plantedStrawberry3HarvestDesc,blocks,Block,KgNone,Strawberry (Harvest),,,,,
plantedStrawberry3HarvestPlayer,blocks,Block,KgNone,Strawberry (Harvest),,,,,
plantedStrawberry3HarvestPlayerDesc,blocks,Block,KgNone,Strawberry (Harvest),,,,,
plantedCarrot1,blocks,Block,KgNone,Carrot Seed,,,,,
plantedCarrot2,blocks,Block,KgNone,Carrot (Growing),,,,,
plantedCarrot3Harvest,blocks,Block,KgNone,Carrot (Harvest),,,,,
plantedCarrot3HarvestDesc,blocks,Block,KgNone,Carrot (Harvest),,,,,
plantedCarrot3HarvestPlayer,blocks,Block,KgNone,Carrot (Harvest),,,,,
plantedCarrot3HarvestPlayerDesc,blocks,Block,KgNone,Carrot (Harvest),,,,,
plantedWheat1,blocks,Block,KgNone,Wheat Seed,,,,,
plantedWheat2,blocks,Block,KgNone,Wheat (Growing),,,,,
plantedWheat3Harvest,blocks,Block,KgNone,Wheat (Harvest),,,,,
plantedWheat3HarvestDesc,blocks,Block,KgNone,Wheat (Harvest),,,,,
plantedWheat3HarvestPlayer,blocks,Block,KgNone,Wheat (Harvest),,,,,
plantedWheat3HarvestPlayerDesc,blocks,Block,KgNone,Wheat (Harvest),,,,,
plantedTomato1,blocks,Block,KgNone,Tomato Seed,,,,,
plantedTomato2,blocks,Block,KgNone,Tomato (Growing),,,,,
plantedTomato3Harvest,blocks,Block,KgNone,Tomato (Harvest),,,,,
plantedTomato3HarvestDesc,blocks,Block,KgNone,Tomato (Harvest),,,,,
plantedTomato3HarvestPlayer,blocks,Block,KgNone,Tomato (Harvest),,,,,
plantedTomato3HarvestPlayerDesc,blocks,Block,KgNone,Tomato (Harvest),,,,,
plantedCucumber1,blocks,Block,KgNone,Cucumber Seed,,,,,
plantedCucumber2,blocks,Block,KgNone,Cucumber (Growing),,,,,
plantedCucumber3Harvest,blocks,Block,KgNone,Cucumber (Harvest),,,,,
plantedCucumber3HarvestDesc,blocks,Block,KgNone,Cucumber (Harvest),,,,,
plantedCucumber3HarvestPlayer,blocks,Block,KgNone,Cucumber (Harvest),,,,,
plantedCucumber3HarvestPlayerDesc,blocks,Block,KgNone,Cucumber (Harvest),,,,,
plantedLeek1,blocks,Block,KgNone,Leek Seed,,,,,
plantedLeek2,blocks,Block,KgNone,Leek (Growing),,,,,
plantedLeek3Harvest,blocks,Block,KgNone,Leek (Harvest),,,,,
plantedLeek3HarvestDesc,blocks,Block,KgNone,Leek (Harvest),,,,,
plantedLeek3HarvestPlayer,blocks,Block,KgNone,Leek (Harvest),,,,,
plantedLeek3HarvestPlayerDesc,blocks,Block,KgNone,Leek (Harvest),,,,,
plantedLettuce1,blocks,Block,KgNone,Lettuce Seed,,,,,
plantedLettuce2,blocks,Block,KgNone,Lettuce (Growing),,,,,
plantedLettuce3Harvest,blocks,Block,KgNone,Lettuce (Harvest),,,,,
plantedLettuce3HarvestDesc,blocks,Block,KgNone,Lettuce (Harvest),,,,,
plantedLettuce3HarvestPlayer,blocks,Block,KgNone,Lettuce (Harvest),,,,,
plantedLettuce3HarvestPlayerDesc,blocks,Block,KgNone,Lettuce (Harvest),,,,,
plantedMelon1,blocks,Block,KgNone,Melon Seed,,,,,
plantedMelon2,blocks,Block,KgNone,Melon (Growing),,,,,
plantedMelon3Harvest,blocks,Block,KgNone,Melon (Harvest),,,,,
plantedMelon3HarvestDesc,blocks,Block,KgNone,Melon (Harvest),,,,,
plantedMelon3HarvestPlayer,blocks,Block,KgNone,Melon (Harvest),,,,,
plantedMelon3HarvestPlayerDesc,blocks,Block,KgNone,Melon (Harvest),,,,,
plantedOnion1,blocks,Block,KgNone,Onion Seed,,,,,
plantedOnion2,blocks,Block,KgNone,Onion (Growing),,,,,
plantedOnion3Harvest,blocks,Block,KgNone,Onion (Harvest),,,,,
plantedOnion3HarvestDesc,blocks,Block,KgNone,Onion (Harvest),,,,,
plantedOnion3HarvestPlayer,blocks,Block,KgNone,Onion (Harvest),,,,,
plantedOnion3HarvestPlayerDesc,blocks,Block,KgNone,Onion (Harvest),,,,,
plantedCocoa1,blocks,Block,KgNone,Cocoa Seed,,,,,
plantedCocoa2,blocks,Block,KgNone,Cocoa (Growing),,,,,
plantedCocoa3Harvest,blocks,Block,KgNone,Cocoa (Harvest),,,,,
plantedCocoa3HarvestDesc,blocks,Block,KgNone,Cocoa (Harvest),,,,,
plantedCocoa3HarvestPlayer,blocks,Block,KgNone,Cocoa (Harvest),,,,,
plantedCocoa3HarvestPlayerDesc,blocks,Block,KgNone,Cocoa (Harvest),,,,,
plantedPepper1,blocks,Block,KgNone,Pepper Seed,,,,,
plantedPepper2,blocks,Block,KgNone,Pepper (Growing),,,,,
plantedPepper3Harvest,blocks,Block,KgNone,Pepper (Harvest),,,,,
plantedPepper3HarvestDesc,blocks,Block,KgNone,Pepper (Harvest),,,,,
plantedPepper3HarvestPlayer,blocks,Block,KgNone,Pepper (Harvest),,,,,
plantedPepper3HarvestPlayerDesc,blocks,Block,KgNone,Pepper (Harvest),,,,,
plantedAppleTree1,blocks,Block,KgNone,Apple Seed,,,,,
plantedAppleTree2,blocks,Block,KgNone,Apple Tree (Growing),,,,,
plantedAppleTree3Harvest,blocks,Block,KgNone,Apple Tree (Harvest),,,,,
plantedAppleTree3HarvestDesc,blocks,Block,KgNone,Apple Tree (Harvest),,,,,
plantedAppleTreeDepleted,blocks,Block,KgNone,Apple Tree (Depleted),,,,,
treeBirdnest,blocks,Block,KgNone,Birdnest Tree,,,,,
treeBirdnestDesc,blocks,Block,KgNone,"Over time a bird will make a nest here, where you can check for feathers and eggs.",,,,,
treeBirdnestLoot,blocks,Block,KgNone,Birdnest Tree (Loot),,,,,
carCustomHarvested,blocks,Block,KgNone,Harvested Custom Car,,,,,
CustomCarHelper,blocks,Block,KgNone,Custom Car Helper,,,,,
randomWildernessCarsHelper,blocks,Block,KgNone,Random Wilderness Cars Helper,,,,,
carAmbulance,blocks,Block,KgNone,Ambulance,,,,,
carECOSedanBlue,blocks,Block,KgNone,Blue ECO Sedan,,,,,
carECOSedanRed,blocks,Block,KgNone,Red ECO Sedan,,,,,
carECOSedanTan,blocks,Block,KgNone,Tan ECO Sedan,,,,,
carFireTruck,blocks,Block,KgNone,Firetruck,,,,,
carMilitaryVehicle,blocks,Block,KgNone,Military Vehicle,,,,,
carPoliceHelicopter,blocks,Block,KgNone,Police Helicopter,,,,,
carPoliceInterceptor,blocks,Block,KgNone,Police Interceptor,,,,,
carPostApocalypticTruck,blocks,Block,KgNone,Post Apocalyptic Truck,,,,,
carSemiTruck,blocks,Block,KgNone,Semi Truck,,,,,
carTowTruck,blocks,Block,KgNone,Tow Truck,,,,,
carWreckedTruck,blocks,Block,KgNone,Wrecked Truck,,,,,
FireTrap,blocks,Block,KgNone,Fire Trap,,,,,
FireTrapDesc,blocks,Block,KgNone,"Place this fire trap on the ground and watch your enemies burn as they walk over it.  Can be repaired with gas cans.",,,,,
FireTrap(HalfCapacity),blocks,Block,KgNone,Fire Trap (Half Capacity),,,,,
FireTrap(Empty),blocks,Block,KgNone,Fire Trap (Empty),,,,,
SpeedTrapSet,blocks,Block,KgNone,Speed Trap (Set),,,,,
SpeedTrap,blocks,Block,KgNone,Speed Trap (Released),,,,,
SpeedTrapBroken,blocks,Block,KgNone,Speed Trap (Broken),,,,,
ExplosiveSpeedTrap,blocks,Block,KgNone,Explosive Speed Trap,,,,,
FireSpeedTrap,blocks,Block,KgNone,Fire Speed Trap,,,,,
HealthDeploy,blocks,Block,KgNone,Health Deploy,,,,,
RabbitTrap(Unbaited),blocks,Block,KgNone,Rabbit Trap (Unbaited),,,,,
RabbitTrap(Baited),blocks,Block,KgNone,Rabbit Trap (Baited),,,,,
RabbitTrapFull,blocks,Block,KgNone,Rabbit Trap (Full),,,,,
paintingLeaf,blocks,Block,KgNone,Leaf Painting,,,,,
paintingKitten,blocks,Block,KgNone,Kitten Painting,,,,,
paintingLlama,blocks,Block,KgNone,Llama Painting,,,,,
paintingWatermelon,blocks,Block,KgNone,Watermelon Painting,,,,,
paintingMonaLisa,blocks,Block,KgNone,Mona Lisa Painting,,,,,
paintingMonarch,blocks,Block,KgNone,Monarch Painting,,,,,
paintingSunset,blocks,Block,KgNone,Sunset Painting,,,,,
paintingAmericanGothic,blocks,Block,KgNone,American Gothic Painting,,,,,
paintingHorse,blocks,Block,KgNone,Horse Painting,,,,,
nerdPaintingDesc,blocks,Block,KgNone,"A beautiful painting provided by NerdScurvy.",,,,,
doorDouble1,blocks,Block,KgNone,Double Door 1,,,,,
doorDouble2,blocks,Block,KgNone,Double Door 2,,,,,
doorDouble3,blocks,Block,KgNone,Double Door 3,,,,,
doorDouble4,blocks,Block,KgNone,Double Door 4,,,,,
doorDouble5,blocks,Block,KgNone,Double Door 5,,,,,
doorSingle1Left,blocks,Block,KgNone,Single Door (Left) 1,,,,,
doorSingle1Right,blocks,Block,KgNone,Single Door (Right) 1,,,,,
doorSingle2Right,blocks,Block,KgNone,Single Door (Right) 2,,,,,
doorSingle3Right,blocks,Block,KgNone,Single Door (Right) 3,,,,,
doorSingle4Right,blocks,Block,KgNone,Single Door (Right) 4,,,,,
doorSingle5Right,blocks,Block,KgNone,Single Door (Right) 5,,,,,
doorSingle2Left,blocks,Block,KgNone,Single Door (Left) 2,,,,,
doorSingle3Left,blocks,Block,KgNone,Single Door (Left) 3,,,,,
doorSingle4Left,blocks,Block,KgNone,Single Door (Left) 4,,,,,
doorSingle5Left,blocks,Block,KgNone,Single Door (Left) 5,,,,,
nerdDoorCustomDesc,blocks,Block,KgNone,"Fancy clean looking functional doors that can be locked and coded.  Provided by NerdScurvy.",,,,,
windowBasic1,blocks,Block,KgNone,Basic Window 1,,,,,
windowBasic2,blocks,Block,KgNone,Basic Window 2,,,,,
windowBasic3,blocks,Block,KgNone,Basic Window 3,,,,,
windowBasic4,blocks,Block,KgNone,Basic Window 4,,,,,
windowBasic5,blocks,Block,KgNone,Basic Window 5,,,,,
windowBasic1Centre,blocks,Block,KgNone,Basic Window (Centered) 1,,,,,
windowBasic1CentrePink,blocks,Block,KgNone,Basic Window Pink (Centered) 1,,,,,
windowBasic2Centre,blocks,Block,KgNone,Basic Window (Centered) 2,,,,,
windowBasic3Centre,blocks,Block,KgNone,Basic Window (Centered) 3,,,,,
windowBasic4Centre,blocks,Block,KgNone,Basic Window (Centered) 4,,,,,
windowBasic5Centre,blocks,Block,KgNone,Basic Window (Centered) 5,,,,,
windowArch1Centre,blocks,Block,KgNone,Window Arch (Centered) 1,,,,,
windowArch2Centre,blocks,Block,KgNone,Window Arch (Centered) 2,,,,,
windowArch3Centre,blocks,Block,KgNone,Window Arch (Centered) 3,,,,,
windowArch4Centre,blocks,Block,KgNone,Window Arch (Centered) 4,,,,,
windowArch5Centre,blocks,Block,KgNone,Window Arch (Centered) 5,,,,,
windowArch1,blocks,Block,KgNone,Window Arch 1,,,,,
windowArch2,blocks,Block,KgNone,Window Arch 2,,,,,
windowArch3,blocks,Block,KgNone,Window Arch 3,,,,,
windowArch4,blocks,Block,KgNone,Window Arch 4,,,,,
windowArch5,blocks,Block,KgNone,Window Arch 5,,,,,
nerdWindowCustomDesc,blocks,Block,KgNone,"Fancy clean looking windows.  Provided by NerdScurvy.",,,,,
BathtubClaw,blocks,Block,KgNone,Claw Bathtub,,,,,
rubberDucky,blocks,Block,KgNone,Rubber Ducky,,,,,
rubberDuckyWhite,blocks,Block,KgNone,Rubber Ducky (White),,,,,
rubberDuckyPink,blocks,Block,KgNone,Rubber Ducky (Pink),,,,,
rubberDuckyPurple,blocks,Block,KgNone,Rubber Ducky (Purple),,,,,
rubberDuckyOrange,blocks,Block,KgNone,Rubber Ducky (Orange),,,,,
rubberDuckyBlue,blocks,Block,KgNone,Rubber Ducky (Blue),,,,,
supplyCrateRandomLootHelper,blocks,Block,KgNone,Random Supply Crate Helper,,,,,
garageDoorHouse,blocks,Block,KgNone,House Garage Door (5 X 3),,,,,
garageDoorHouseDesc,blocks,Block,KgNone,"A garage door that can be opened and closed.  Can be locked.  Builder Class Exclusive.",,,,,
terrOreStoneTungstenRandom,blocks,Block,KgNone,= Tungsten Vein = Helper,,,,,
terrOreStoneTungstenRandomDesc,blocks,Block,KgNone,= Tungsten Vein = Helper,,,,,
terrOreStoneCopperZincRandom,blocks,Block,KgNone,= Copper/Zinc Vein = Helper,,,,,
terrOreStoneCopperZincRandomDesc,blocks,Block,KgNone,= Copper/Zinc Vein = Helper,,,,,
oreTungstenBoulder,blocks,Block,KgNone,Tungsten Ore Boulder,,,,,
oreTungstenBoulderDesc,blocks,Block,KgNone,Tungsten Ore Boulder,,,,,
oreCopperZincBoulder,blocks,Block,KgNone,Copper/Zinc Ore Boulder,,,,,
oreCopperZincBoulderDesc,blocks,Block,KgNone,Copper/Zinc Ore Boulder,,,,,

FirstAidDeployBuff,buffs,Buff,KgNone,First Aid Deploy,,,,,
FirstAidDeployBuffDesc,buffs,Buff,KgNone,"Your Health is replenishing from Health Deploy.",,,,,
FirstAidDeployBuffTooltip,buffs,Buff,KgNone,"Your Health is now Replenishing",,,,,
ExtraStrengthPainKillersBuff,buffs,Buff,KgNone,Extra-Strength Pain Killers,,,,,
ExtraStrengthPainKillersBuffDesc,buffs,Buff,KgNone,"You have taken some Extra Strength Pain Killers and feel better.",,,,,
ExtraStrengthPainKillersBuffTooltip,buffs,Buff,KgNone,"You have taken Extra Strength Pain Killers",,,,,
VitaminsBuff,buffs,Buff,KgNone,Vitamins,,,,,
VitaminsBuffDesc,buffs,Buff,KgNone,"You have taken Vitamins and are temporarily immune to Stuns.",,,,,
VitaminsBuffTooltip,buffs,Buff,KgNone,"You have taken Vitamins",,,,,
HotCoffeeClassBuff,buffs,Buff,KgNone,Hot Specialty Coffee Buff,,,,,
HotCoffeeClassBuffDesc,buffs,Buff,KgNone,"You have consumed a Specialty Hot Coffee that will boost your Stamina, Wellness and Core Temperature",,,,,
HotCoffeeClassBuffTooltip,buffs,Buff,KgNone,"Specialty Coffee Buzz",,,,,
HotTeaClassBuff,buffs,Buff,KgNone,Hot Specialty Tea Buff,,,,,
HotTeaClassBuffDesc,buffs,Buff,KgNone,"You have consumed a Specialty Hot Tea that will boost your Stamina, Wellness and Core Temperature",,,,,
HotTeaClassBuffTooltip,buffs,Buff,KgNone,"Specialty Tea Buzz",,,,,
PieBuff,buffs,Buff,KgNone,Home Cooked Pie,,,,,
PieBuffDesc,buffs,Buff,KgNone,"Feeling the warmth from a nice home cooked pie.",,,,,
PieBuffTooltip,buffs,Buff,KgNone,"You feel warmer from eating some good pie",,,,,
ColdBeer,buffs,Buff,KgNone,Cold Beer,,,,,
ColdBeerDesc,buffs,Buff,KgNone,"A nice cold beer that will lower your core temperature.",,,,,
ColdBeerTooltip,buffs,Buff,KgNone,"A nice cold beer",,,,,
MossyBrewBoost,buffs,Buff,KgNone,Mossy Brew,,,,,
MossyBrewBoostDesc,buffs,Buff,KgNone,"Your Stamina and Health will replenish now with this nice Mossy Brew.",,,,,
MossyBrewTooltip,buffs,Buff,KgNone,"A Rush of energy and health",,,,,
MeatPieBoost,buffs,Buff,KgNone,Meat Pie Boost,,,,,
MeatPieBoostDesc,buffs,Buff,KgNone,"Your Health and Food will increase over time.",,,,,
MeatPieBoostTooltip,buffs,Buff,KgNone,"A nice boost to your health and food",,,,,
GreenTeaBuff,buffs,Buff,KgNone,Green Tea,,,,,
GreenTeaBuffDesc,buffs,Buff,KgNone,"Nice hot and refreshing Green Tea that's increasing your Stamina and Health.",,,,,
GreenTeaBuffTooltip,buffs,Buff,KgNone,"Health and Stamina Replenishing",,,,,
energypillBuff,buffs,Buff,KgNone,Energy Pill,,,,,
energypillBuffDesc,buffs,Buff,KgNone,You have taken a Energy Pill and your Stamina is replenishing,,,,,
energypillBuffTooltip,buffs,Buff,KgNone,Stamina Boost Enabled,,,,,
zombieDarleneCrawlerRadiated,entityclasses,Entity,KgNone,Radiated Crawler Zombie Darlene,,,,,
zombieDarleneCrawlerFeral,entityclasses,Entity,KgNone,Feral Crawler Zombie Darlene,,,,,
zombieDarleneCrawlerFeralRadiated,entityclasses,Entity,KgNone,Feral Radiated Crawler Zombie Darlene,,,,,
zombieArleneCrawlerRadiated,entityclasses,Entity,KgNone,Radiated Crawler Zombie Arlene,,,,,
zombieArleneCrawlerFeral,entityclasses,Entity,KgNone,Feral Crawler Zombie Arlene,,,,,
zombieArleneCrawlerFeralRadiated,entityclasses,Entity,KgNone,Feral Radiated Crawler Zombie Arlene,,,,,
zombieMoeCrawlerRadiated,entityclasses,Entity,KgNone,Radiated Crawler Zombie Moe,,,,,
zombieMoeCrawlerFeral,entityclasses,Entity,KgNone,Feral Crawler Zombie Moe,,,,,
zombieMoeCrawlerFeralRadiated,entityclasses,Entity,KgNone,Feral Radiated Crawler Zombie Moe,,,,,
zombieJoeCrawlerRadiated,entityclasses,Entity,KgNone,Radiated Crawler Zombie Joe,,,,,
zombieJoeCrawlerFeral,entityclasses,Entity,KgNone,Feral Crawler Zombie Joe,,,,,
zombieJoeCrawlerFeralRadiated,entityclasses,Entity,KgNone,Feral Radiated Crawler Zombie Joe,,,,,
zombieBoeCrawlerRadiated,entityclasses,Entity,KgNone,Radiated Crawler Zombie Boe,,,,,
zombieBoeCrawlerFeral,entityclasses,Entity,KgNone,Feral Crawler Zombie Boe,,,,,
zombieBoeCrawlerFeralRadiated,entityclasses,Entity,KgNone,Feral Radiated Crawler Zombie Boe,,,,,
zombieBusinessManRadiated,entityclasses,Entity,KgNone,Radiated Zombie Business Man,,,,,
zombieBusinessManFeralRadiated,entityclasses,Entity,KgNone,Feral Radiated Zombie Business Man,,,,,
zombieSpiderRadiated,entityclasses,Entity,KgNone,Radiated Spider Zombie,,,,,
zombieBurntRadiated,entityclasses,Entity,KgNone,Radiated Zombie Burnt,,,,,
zombieBurntFeral,entityclasses,Entity,KgNone,Feral Zombie Burnt,,,,,
zombieBurntFeralRadiated,entityclasses,Entity,KgNone,Feral Radiated Zombie Burnt,,,,,
zombieNurseRadiated,entityclasses,Entity,KgNone,Radiated Zombie Nurse,,,,,
zombieNurseFeralRadiated,entityclasses,Entity,KgNone,Feral Radiated Zombie Nurse,,,,,
zombieFatHawaiianRadiated,entityclasses,Entity,KgNone,Radiated Zombie Fat Hawaiian,,,,,
zombieFatHawaiianFeralRadiated,entityclasses,Entity,KgNone,Feral Radiated Zombie Fat Hawaiian,,,,,
zombieMaleHazmatRadiated,entityclasses,Entity,KgNone,Radiated Zombie Hazmat,,,,,
zombieMaleHazmatFeral,entityclasses,Entity,KgNone,Feral Zombie Hazmat,,,,,
zombieMaleHazmatFeralRadiated,entityclasses,Entity,KgNone,Feral Radiated Zombie Hazmat,,,,,
zombieUtilityWorkerRadiated,entityclasses,Entity,KgNone,Radiated Zombie Utility Worker,,,,,
zombieUtilityWorkerFeralRadiated,entityclasses,Entity,KgNone,Feral Radiated Zombie Utility Worker,,,,,
zombieSoldierRadiated,entityclasses,Entity,KgNone,Radiated Zombie Soldier,,,,,
zombieSoldierFeralRadiated,entityclasses,Entity,KgNone,Feral Radiated Zombie Soldier,,,,,
zombieSkateboarderRadiated,entityclasses,Entity,KgNone,Radiated Zombie Skater Punk,,,,,
zombieSkateboarderFeralRadiated,entityclasses,Entity,KgNone,Feral Radiated Zombie Skater Punk,,,,,
zombieCheerleaderRadiated,entityclasses,Entity,KgNone,Radiated Zombie Cheerleader,,,,,
zombieCheerleaderFeralRadiated,entityclasses,Entity,KgNone,Feral Radiated Zombie Cheerleader,,,,,
zombieOldTimerRadiated,entityclasses,Entity,KgNone,Radiated Zombie Old Timer,,,,,
zombieOldTimerFeralRadiated,entityclasses,Entity,KgNone,Feral Radiated Zombie Old Timer,,,,,
zombieBikerRadiated,entityclasses,Entity,KgNone,Radiated Zombie Biker,,,,,
zombieBikerFeral,entityclasses,Entity,KgNone,Feral Zombie Biker,,,,,
zombieBikerFeralRadiated,entityclasses,Entity,KgNone,Feral Radiated Zombie Biker,,,,,
zombieFarmerRadiated,entityclasses,Entity,KgNone,Radiated Zombie Farmer,,,,,
zombieFarmerFeralRadiated,entityclasses,Entity,KgNone,Feral Radiated Zombie Farmer,,,,,
zombieStripperRadiated,entityclasses,Entity,KgNone,Radiated Zombie Stripper,,,,,
zombieStripperFeralRadiated,entityclasses,Entity,KgNone,Feral Radiated Zombie Stripper,,,,,
zombieWight,entityclasses,Entity,KgNone,Zombie Wight,,,,,
zombieWightRadiated,entityclasses,Entity,KgNone,Radiated Zombie Wight,,,,,
zombieBoeFire,entityclasses,Entity,KgNone,Fire Zombie Boe,,,,,
zombieBoeFireFeral,entityclasses,Entity,KgNone,Feral Fire Zombie Boe,,,,,
zombieArleneFire,entityclasses,Entity,KgNone,Fire Zombie Arlene,,,,,
zombieArleneFireFeral,entityclasses,Entity,KgNone,Feral Fire Zombie Arlene,,,,,
zombieBurntFire,entityclasses,Entity,KgNone,Fire Zombie Burnt,,,,,
zombieBurntFireFeral,entityclasses,Entity,KgNone,Feral Fire Zombie Burnt,,,,,
zombieBusinessManFire,entityclasses,Entity,KgNone,Fire Zombie Business Man,,,,,
zombieBusinessManFireFeral,entityclasses,Entity,KgNone,Feral Zombie Business Man,,,,,
zombieDarleneFire,entityclasses,Entity,KgNone,Fire Zombie Darlene,,,,,
zombieDarleneFireFeral,entityclasses,Entity,KgNone,Feral Fire Zombie Darlene,,,,,
zombieBikerElectric,entityclasses,Entity,KgNone,Electric Zombie Biker,,,,,
zombieBikerElectricFeral,entityclasses,Entity,KgNone,Feral Electric Zombie Biker,,,,,
zombieJoeElectric,entityclasses,Entity,KgNone,Electric Zombie Joe,,,,,
zombieJoeElectricFeral,entityclasses,Entity,KgNone,Feral Electric Zombie Joe,,,,,
zombieUtilityWorkerElectric,entityclasses,Entity,KgNone,Electric Utility Zombie,,,,,
zombieUtilityWorkerElectricFeral,entityclasses,Entity,KgNone,Feral Electric Utility Zombie,,,,,
zombieMaleHazmatElectric,entityclasses,Entity,KgNone,Electric Zombie Hazmat,,,,,
zombieMaleHazmatElectricFeral,entityclasses,Entity,KgNone,Feral Electric Zombie Hazmat,,,,,
zombieSoldierElectric,entityclasses,Entity,KgNone,Electric Zombie Soldier,,,,,
zombieSoldierElectricFeral,entityclasses,Entity,KgNone,Feral Electric Zombie Soldier,,,,,
EntityLootContainerBossMechanicJoe,entityclasses,Entity,KgNone,Dropped Loot,,,,,
EntityLootContainerBossNurseAnne,entityclasses,Entity,KgNone,Dropped Loot,,,,,
EntityLootContainerBossBuilderBob,entityclasses,Entity,KgNone,Dropped Loot,,,,,
EntityLootContainerBossHousewifeMarianne,entityclasses,Entity,KgNone,Dropped Loot,,,,,
EntityLootContainerBossInvestigatorHenry,entityclasses,Entity,KgNone,Dropped Loot,,,,,
EntityLootContainerBossThugBilly,entityclasses,Entity,KgNone,Dropped Loot,,,,,
EntityLootContainerBossMasterLeroy,entityclasses,Entity,KgNone,Dropped Loot,,,,,
EntityLootContainerBossAccountantZoe,entityclasses,Entity,KgNone,Dropped Loot,,,,,
EntityLootContainerUtilityWorker,entityclasses,Entity,KgNone,Dropped Loot,,,,,
EntityLootContainerFootballPlayer,entityclasses,Entity,KgNone,Dropped Loot,,,,,
EntityLootContainerMilitaryZombie,entityclasses,Entity,KgNone,Dropped Loot,,,,,
EntityLootContainerNurseZombie,entityclasses,Entity,KgNone,Dropped Loot,,,,,
EntityLootContainerHazmatZombie,entityclasses,Entity,KgNone,Dropped Loot,,,,,
EntityLootContainerLumberjackZombie,entityclasses,Entity,KgNone,Dropped Loot,,,,,

ECOMinibike,vehicles,vehicle,KgNone,ECO Minibike,,,,,
HDMinibike,vehicles,vehicle,KgNone,HD Minibike,,,,,
ECOMotorcycle,vehicles,vehicle,KgNone,ECO Motorcycle,,,,,
HDMotorcycle,vehicles,vehicle,KgNone,HD Motorcycle,,,,,
ECO4x4Truck,vehicles,vehicle,KgNone,ECO 4X4 Truck,,,,,
HD4x4Truck,vehicles,vehicle,KgNone,HD 4X4 Truck,,,,,

classtrainingbuilder1,,Quest Info,KgNone,Builder Class Part 1 of 5,,,,
classtrainingbuilder1_subtitle,,Quest Info,KgNone,Builder Class 1 of 5,,,,
classtrainingbuilder1_offer,,Quest Info,KgNone,"Builder Class\n\nExclusive Recipes/Perks: Builders Workbench, HD Nailgun, Concrete Mixing, Concrete Construction, Tungsten Construction, Tungsten Bars, Categorized Storage Containers, Comfortable Sleeping, Minibikes for Smartshits and Toughshits, and Steel Doors",,,,
classtrainingbuilder1_description,,Quest Info,KgNone,"Builder Class\n\nExclusive Recipes/Perks: Builders Workbench, HD Nailgun, Concrete Mixing, Concrete Construction, Tungsten Construction, Tungsten Bars, Categorized Storage Containers, Comfortable Sleeping, Minibikes for Smartshits and Toughshits, and Steel Doors",,,,
classtrainingbuilder2,,Quest Info,KgNone,Builder Class Part 2 of 5,,,,
classtrainingbuilder2_subtitle,,Quest Info,KgNone,"Builder Class 2 of 5",,,,
classtrainingbuilder2_description,,Quest Info,KgNone,"Builder Class\n\nExclusive Recipes/Perks: Builders Workbench, HD Nailgun, Concrete Mixing, Concrete Construction, Tungsten Construction, Tungsten Bars, Categorized Storage Containers, Comfortable Sleeping, Minibikes for Smartshits and Toughshits, and Steel Doors",,,,
classtrainingbuilder3,,Quest Info,KgNone,Builder Class Part 3 of 5,,,,
classtrainingbuilder3_subtitle,,Quest Info,KgNone,Builder Class Part 3 of 5,,,,
